rowid,pl_name,hostname,pl_orbper,pl_orblper,pl_orbtper,pl_orbsmax,pl_orbeccen,st_rad,st_mass
1604,TOI-1807 b,TOI-1807,0.54937097,90.0,,0.0122,0.0,0.746,0.8048
1605,GPX-1 b,GPX-1,1.744579,,,0.0338,0.0,1.56,1.68
1606,TOI-1444 b,TOI-1444,0.4702743,90.0,,0.0116,0.0,0.9105,0.9513
1607,K2-351 b,K2-351,7.806164,,,,,1.05,1.02
1608,K2-341 b,K2-341,36.552551,,,,,1.16,0.98
1609,K2-268 d,K2-268,4.528598,,,,,0.78,0.84
1610,KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,,,,1.449,,,0.193
1611,K2-268 e,K2-268,6.131243,,,,,0.78,0.84
1612,K2-268 f,K2-268,26.27057,,,,,0.78,0.84
1613,TOI-2076 b,TOI-2076,10.355235,90.0,,0.0682,0.0,0.774,0.883
1614,K2-349 b,K2-349,9.032178,,,,,0.49,0.54
1615,K2-348 b,K2-348,4.688418,,,,,0.85,0.83
1616,K2-348 c,K2-348,12.550171,,,,,0.85,0.83
1617,TOI-220 b,TOI-220,10.695264,248.0,,0.08911,0.032,0.858,0.825
1618,COCONUTS-2 b,COCONUTS-2 A,402000000.0,,,7506.0,,0.388,0.37
1619,K2-331 c,K2-331,22.996591,,,,,1.06,1.1
1620,EPIC 201427007 b,EPIC 201427007,0.72091,,,,,0.94,0.93
1621,BD+45 564 b,BD+45 564,307.88,70.31,,0.83,0.12,0.813064,0.81
1622,Kepler-1685 b,Kepler-1685,20.4905,,,0.1485,0.0,0.835451,0.96
1623,Kepler-1682 b,Kepler-1682,14.8334,,,0.1134,0.0,0.842301,0.99
1624,Kepler-1699 b,Kepler-1699,3.49082,,,0.0418,0.0,0.725,0.81
1625,Kepler-1683 b,Kepler-1683,15.0337,,,0.1182,0.0,0.900327,0.95
1626,Kepler-1692 b,Kepler-1692,5.95966,,,0.0646,0.0,0.866139,0.87
1627,Kepler-1693 b,Kepler-1693,12.0999,,,0.1011,0.0,0.878295,0.95
1628,Kepler-1694 b,Kepler-1694,3.89526,,,0.0449,0.0,0.756284,0.82
1629,Kepler-1698 b,Kepler-1698,1.2107,,,0.02065,0.0,0.741698,0.822
1630,HD 155193 b,HD 155193,352.65,62.88,,1.04,0.21,1.76439,1.221
1631,Kepler-1686 b,Kepler-1686,9.30987,,,0.08827,0.0,1.19951,1.02
1632,Kepler-1687 b,Kepler-1687,5.77954,,,0.0532,0.0,0.726119,0.65
1633,Kepler-1688 b,Kepler-1688,5.62012,,,0.0577,0.0,0.746,0.814
1634,Kepler-1695 b,Kepler-1695,4.7329,,,0.0529,0.0,0.987155,0.96
1635,Kepler-1696 b,Kepler-1696,65.9409,,,0.3244,0.0,1.19811,1.02
1636,Kepler-1697 b,Kepler-1697,33.4969,,,0.2008,0.0,0.772344,0.747
1637,HD 213472 b,HD 213472,17000.0,37.2423,,13.0,0.53,1.433902,1.048132
1638,Kepler-1677 b,Kepler-1677,22.064,,,0.1599,0.0,1.24959,1.11
1639,Kepler-1675 b,Kepler-1675,63.0382,,,0.32185,0.0,1.12865,1.06
1640,Kepler-1674 b,Kepler-1674,62.5611,,,0.3017,0.0,0.877273,0.96
1641,Kepler-1673 b,Kepler-1673,33.7888,,,0.21363,0.0,1.13166,1.11
1642,Kepler-1672 b,Kepler-1672,150.878,,,0.55374,0.0,1.08841,1.16
1643,Kepler-1671 b,Kepler-1671,4.16787,,,0.04946,0.0,0.929771,0.866
1644,Kepler-1665 b,Kepler-1665,11.9548,,,0.096,0.0,0.777785,0.842
1645,HAT-P-59 b,HAT-P-59,4.1419771,,,0.05064,0.03,1.1038,1.008
1646,HAT-P-60 b,HAT-P-60,4.7947813,,,0.06277,0.25,2.197,1.435
1647,GJ 9689 b,GJ 9689,18.27,173.73,2456406.17,0.1139,0.29,0.57,0.59
1648,Kepler-1514 c,Kepler-1514,10.514181,0.0,2454956.9,0.0997,0.32,1.289,1.196
1649,HD 24040 c,HD 24040,515.4,-17.1887,,1.3,0.11,1.387296,1.10394
1650,HD 26161 b,HD 26161,10942.29013,8.508,2448488.814,10.087,0.922,1.455981,1.12
1651,HD 331093 b,HD 331093,621.62,165.77,2459022.81,1.44,0.59,1.1112,1.03
1652,HAT-P-58 b,HAT-P-58,4.0138379,,,0.04994,0.073,1.53,1.031
1653,Kepler-305 e,Kepler-305,3.20538,,,0.04017,0.0,0.827279,0.82
1654,Kepler-647 c,Kepler-647,29.6663,,,0.18291,0.0,1.54571,1.07
1655,Kepler-598 c,Kepler-598,86.4945,,,0.36672,0.0,0.900316,0.9
1656,HD 156668 c,HD 156668,811.3,-10.8862,,1.57,0.089,0.774528,0.785167
1657,HAT-P-62 b,HAT-P-62,2.6453235,,,0.03772,0.101,1.17,1.023
1658,BD+63 1405 b,BD+63 1405,1198.48,94.25,2455771.0,2.06,0.88,0.804724,0.816
1659,HAT-P-61 b,HAT-P-61,1.90231289,,,0.0301,0.113,0.938,1.004
1660,HD 95735 c,GJ 411,2946.0,63.0,2457250.0,2.94,0.132,0.3685,0.3899
1661,HAT-P-63 b,HAT-P-63,3.377728,,,0.04294,0.069,0.9661,0.925
1662,HD 68988 c,HD 68988,16000.0,-7.4485,,13.2,0.45,1.255733,1.171665
1663,Kepler-1001 c,Kepler-1001,9.18186,,,0.08296,0.0,0.836475,0.93
1664,Kepler-716 c,Kepler-716,3.96999,,,0.04548,0.0,0.742183,0.83
1665,BD+55 362 b,BD+55 362,265.59,-134.44,2458194.19,0.78,0.27,0.896193,0.909
1666,LTT 1445 A c,LTT 1445 A,3.1239035,163.0,,0.02661,0.223,0.265,0.257
1667,Kepler-1085 c,Kepler-1085,56.7771,,,0.29798,0.0,1.0783,1.05
1668,HD 66428 c,HD 66428,10478.84437,201.295,2446117.61,9.408,0.207,1.13,1.01
1669,HAT-P-64 b,HAT-P-64,4.007232,,,0.05387,0.101,1.735,1.298
1670,Kepler-1676 b,Kepler-1676,29.9221,,,0.1954,0.0,1.06066,1.07
1671,Kepler-1670 b,Kepler-1670,20.4998,,,0.1528,0.0,1.51889,1.05
1672,HD 141004 b,HD 141004,15.5083,19.4806,,0.1238,0.16,1.389372,1.051904
1673,HD 3765 b,HD 3765,1211.0,-63.0254,,2.108,0.298,0.83061,0.851785
1674,Kepler-1700 b,Kepler-1700,234.239,,,0.76094,0.0,1.0937,1.12
1675,KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,,,,0.79,,,0.09
1676,HD 107148 c,HD 107148,18.3267,-44.6907,,0.1407,0.34,1.169193,1.105215
1677,Kepler-1666 b,Kepler-1666,25.8476,,,0.1761,0.0,1.14586,1.23
1678,Kepler-1663 b,Kepler-1663,17.6046,,,0.1072,0.0,0.62859,0.610816
1679,Kepler-1701 b,Kepler-1701,169.134,,,0.5738,0.0,0.840217,0.87
1680,Kepler-1664 b,Kepler-1664,14.3868,,,0.1137,0.0,1.072,0.944
1681,Kepler-1702 b,Kepler-1702,18.5012,,,0.1275,0.0,0.725742,0.85
1682,HD 124330 b,HD 124330,270.66,18.28,,0.86,0.34,1.30446,1.15
1683,Kepler-1690 b,Kepler-1690,234.636,,,0.7097,0.0,0.862346,0.94
1684,Kepler-1691 b,Kepler-1691,3.8482,,,0.0495,0.0,1.13152,1.11
1685,HD 164922 e,HD 164922,41.763,-17.1887,,0.2292,0.086,1.001813,0.921146
1686,HD 145675 c,14 Her,15732.45889,5.229,2436430.122,11.924,0.393,0.93,0.91
1687,Kepler-1669 b,Kepler-1669,9.51216,,,0.0745,0.0,0.714145,0.67
1688,Kepler-1678 b,Kepler-1678,147.974,,,0.5302,0.0,0.834976,1.03
1689,Kepler-1668 b,Kepler-1668,15.434,,,0.124,0.0,1.01738,0.98
1690,Kepler-1667 b,Kepler-1667,83.5781,,,0.35905,0.0,1.08751,1.09
1691,Kepler-1666 c,Kepler-1666,40.7157,,,0.2383,0.0,1.14586,1.23
1692,Kepler-783 c,Kepler-783,7.05395,,,0.06903,0.0,0.872088,0.94
1693,Kepler-1681 b,Kepler-1681,69.8956,,,0.32,0.0,0.759,0.893
1694,Kepler-1680 b,Kepler-1680,8.77424,,,0.07642,0.0,0.723259,0.834
1695,Kepler-1679 b,Kepler-1679,9.75376,,,0.0892,0.0,0.873196,0.96
1696,HD 168009 b,HD 168009,15.1479,13.178,,0.1192,0.12,1.209505,0.986073
1697,Kepler-1684 b,Kepler-1684,47.7055,,,0.2253,0.0,0.666755,0.75
1698,HD 136925 b,HD 136925,4540.0,24.0642,,5.13,0.103,1.193078,0.875104
1699,Kepler-1689 b,Kepler-1689,8.483,,,0.0784,0.0,0.996208,1.023
1700,Kepler-385 d,Kepler-385,56.4159,,,0.2872,0.0,1.157,1.05
1701,G 264-012 b,G 264-012,2.30538,,2458003.235,0.02279,,0.305,0.297
1702,G 264-012 c,G 264-012,8.0518,,2458004.4,0.0525,,0.305,0.297
1703,OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,,,,2.72,,,0.25
1704,KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,,,,3.54,,,0.65
1705,KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,,,,3.32,,,0.61
1706,GJ 393 b,GJ 393,7.02679,,2458002.72,0.05402,,0.426,0.426
1707,KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,,,,4.27,,,0.69
1708,OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,,,,2.65,,,0.8
1709,TOI-1685 b,TOI-1685,0.66913924,90.0,,0.01138,0.0,0.4555,0.454
1710,OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,,,,3.59,,,0.54
1711,TOI-269 b,TOI-269,3.6977104,74.0,,0.0345,0.425,0.398,0.3917
1712,GJ 720 A b,GJ 720 A,19.466,110.22,2456406.81,0.119,0.12,0.56,0.57
1713,HD 152843 c,HD 152843,24.38,,,,0.115,1.43,1.15
1714,KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,,,,1.305,,,0.219
1715,K2-138 g,K2-138,41.96797,164.0,,0.23109,0.059,0.863,0.935
1716,TOI-178 c,TOI-178,3.23845,,,0.037,,0.651,0.65
1717,TOI-178 b,TOI-178,1.914558,,,0.02607,,0.651,0.65
1718,TOI-178 e,TOI-178,9.961881,,,0.0783,,0.651,0.65
1719,TOI-178 d,TOI-178,6.5577,,,0.0592,,0.651,0.65
1720,HD 152843 b,HD 152843,11.6264,,,0.1053,0.14,1.43,1.15
1721,AU Mic c,AU Mic,18.85969,223.2844,2458324.0,0.1108,0.00338,0.744,0.51
1722,KOI-3503 b,KOI-3503,21.185,,,0.14247,0.0,1.255,0.858
1723,KOI-3503 c,KOI-3503,31.828,,,0.18688,0.0,1.255,0.858
1724,LHS 1478 b,LHS 1478,1.9495378,,,0.01848,,0.246,0.236
1725,KOI-1833 d,Kepler-968,7.685,,,0.0634,0.0,0.667,0.681
1726,TOI-178 f,TOI-178,15.231915,,,0.1039,,0.651,0.65
1727,TOI-178 g,TOI-178,20.7095,,,0.1275,,0.651,0.65
1728,TOI-201 b,TOI-201,52.977946,,,,,,
1729,HD 96992 b,HD 96992,514.0,149.0,2453620.5,1.24,0.41,7.43,0.96
1730,TOI-1333 b,TOI-1333,4.720219,105.0,,0.0626,0.073,1.925,1.464
1731,TOI-1601 b,TOI-1601,5.33175,90.0,,0.069,0.0,2.195,1.5055
1732,TOI-1478 b,TOI-1478,10.1802117,94.0,,0.0818,0.055,1.048,0.947
1733,TOI-640 b,TOI-640,5.003777,87.0,,0.06608,0.013,2.082,1.536
1734,HD 5278 b,HD 5278,14.339156,135.0,,0.1202,0.08,1.194,1.126
1735,HD 4760 b,HD 4760,434.0,265.0,2453955.5,1.14,0.23,42.4,1.05
1736,TOI-628 b,TOI-628,3.4095675,-74.0,,0.0486,0.072,1.345,1.311
1737,HD 110113 c,HD 110113,6.744,,,0.068,0.045,0.968,0.997
1738,HD 110113 b,HD 110113,2.541,359.53,,0.035,0.093,0.968,0.997
1739,HD 110082 b,HD 110082,10.18271,138.0,,0.113,0.2,1.19,1.21
1740,TOI-257 b,TOI-257,18.38818,,2458385.7601,0.1528,0.0,1.867,1.407
1741,TYC 0434-04538-1 b,TYC 0434-04538-1,193.2,196.0,2454829.5,0.66,0.08,9.99,1.04
1742,GJ 740 b,GJ 740,2.37756,-41.0,2454648.57,0.029,0.24,0.56,0.58
1743,HD 5278 c,HD 5278,40.87,8.0,,0.2416,0.07,1.194,1.126
1744,NGTS-13 b,NGTS-13,4.119027,-146.4,,0.0549,0.086,1.788,1.3
1745,NGTS-15 b,NGTS-15,3.27623,,,0.0441,0.0,0.954,0.995
1746,NGTS-16 b,NGTS-16,4.84532,,,0.0523,0.0,1.213,1.002
1747,NGTS-18 b,NGTS-18,3.05125,,,0.0448,0.0,1.392,1.003
1748,GJ 486 b,GJ 486,1.46712127,14.0,,0.01714,0.00086,0.3243,0.312
1749,NGTS-17 b,NGTS-17,3.24253,,,0.0391,0.0,1.337,1.025
1750,HD 183579 b,HD 183579,17.471291,270.0,,0.1322,0.061,0.96,0.996
1751,NGTS-14 A b,NGTS-14 A,3.5357173,,,0.0403,0.0,0.842,0.898
1752,TOI-451 b,TOI-451,1.858703,0.0,,0.0283,0.0,0.879,0.95
1753,HIP 90988 b,HIP 90988,455.73816,264.199,2454979.213,1.36,0.081,3.94,1.613
1754,WASP-107 c,WASP-107,1088.0,-120.0,2458520.0,,0.28,0.67,0.683
1755,HIP 114933 b,HIP 114933,1481.6,134.2,2455059.4,2.84,0.21,5.27,1.39
1756,HIP 56640 b,HIP 56640,2675.57603,111.481,2454396.523,4.55,0.118,4.93,1.75
1757,HD 13808 b,HD 13808,14.1815,,,0.10519,0.071,0.781,0.771
1758,HD 13808 c,HD 13808,53.753,,,0.2554,0.156,0.781,0.771
1759,TOI-954 b,TOI-954,3.6849729,276.0,,0.04963,0.14,1.892,1.201
1760,HD 108236 b,HD 108236,3.795963,126.0,,0.04527,0.045,0.877,0.869
1761,TOI-451 c,TOI-451,9.192522,0.0,,0.0823,0.0,0.879,0.95
1762,TOI-451 d,TOI-451,16.364988,0.0,,0.1208,0.0,0.879,0.95
1763,HAT-P-68 b,HAT-P-68,2.29840551,,,0.02996,0.041,0.6701,0.6785
1764,HD 108236 d,HD 108236,14.175685,151.0,,0.1074,0.055,0.877,0.869
1765,HD 108236 f,HD 108236,29.54115,275.0,,0.1758,0.051,0.877,0.869
1766,HIP 75092 b,HIP 75092,926.4,262.4,2454230.5,2.02,0.42,4.53,1.28
1767,GJ 414 A c,GJ 414 A,749.83,74.0,2454210.36,1.4,0.105,0.68,0.65
1768,GJ 414 A b,GJ 414 A,50.8,111.0,2454203.07,0.2324,0.45,0.68,0.65
1769,HD 108236 c,HD 108236,6.203449,211.0,,0.062,0.034,0.877,0.869
1770,Kepler-595 c,Kepler-595,12.38602,,,0.0983,0.0,0.821,0.93
1771,HD 108236 e,HD 108236,19.590025,128.0,,0.1367,0.058,0.877,0.869
1772,OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,,,,3.3,,,0.43
1773,K2-329 b,K2-329,12.4551225,161.0,,0.1016,0.0697,0.822,0.901
1774,TOI-122 b,TOI-122,5.07803,,,0.0392,0.0,0.334,0.312
1775,TOI-237 b,TOI-237,5.436098,,,0.0341,0.0,0.211,0.179
1776,TOI-942 c,TOI-942,10.156272,20.0,,0.08598,0.32,0.894,0.822
1777,TOI-519 b,TOI-519,1.2652328,,,0.0159,0.33,0.35,0.335
1778,TOI-776 c,TOI-776,15.665323,7.0,,0.1001,0.089,0.547,0.542
1779,TOI-942 b,TOI-942,4.32421,-16.0,,0.04866,0.34,0.894,0.822
1780,HD 190007 b,HD 190007,11.724128,2.3,,0.092,0.136,0.79,0.77
1781,HD 206893 b,HD 206893,9350.0,183.0,,9.6,0.14,1.31116,1.32
1782,TOI-251 b,TOI-251,4.93777,,,0.05741,0.0,0.881,1.036
1783,TOI-776 b,TOI-776,8.24662,45.0,,0.0653,0.052,0.547,0.542
1784,HD 216520 c,HD 216520,154.43,198.12,,0.528,0.12,0.76,0.82
1785,HD 216520 b,HD 216520,35.45,220.95,,0.198,0.09,0.76,0.82
1786,TOI-540 b,TOI-540,1.2391491,,,0.01223,0.0,0.1895,0.159
1787,KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,,,,3.31,,,0.76
1788,OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,,,,3.92,,,0.55
1789,HD 113337 c,HD 113337,5429.93477,20.215,2450201.306,6.805,0.164,1.5,1.41
1790,K2-319 b,K2-319,26.68,,,0.1516,,0.898,0.954
1791,K2-322 b,K2-322,8.205,,,0.0594,,0.602,0.63
1792,K2-324 b,K2-324,3.262,,,0.0331,,0.505,0.517
1793,K2-323 b,K2-323,24.93,,,0.1275,,0.549,0.478
1794,HD 25723 b,HD 25723,457.01,112.97,2451455.13,1.49,0.04,13.76,2.12
1795,TOI-561 b,TOI-561,0.4465697,0.0,,0.01064,0.0,0.843,0.806
1796,TIC 237913194 b,TIC 237913194,15.168865,24.1,,0.1207,0.575,1.088,1.026
1797,GJ 3512 c,GJ 3512,2354.0,50.0,,1.731,0.089,0.139,0.123
1798,LP 714-47 b,LP 714-47,4.052037,219.0,2458439.8,0.0417,0.04,0.584,0.59
1799,K2-325 b,K2-325,6.93,,,0.0419,,0.298,0.274
1800,K2-318 b,K2-318,7.01,,,0.0911,,0.552,0.561
1801,K2-316 b,K2-316,1.133,,,0.0147,,0.379,0.408
1802,K2-316 c,K2-316,5.26,,,0.0582,,0.379,0.408
1803,K2-317 b,K2-317,6.22,,,0.0542,,0.379,0.403
1804,K2-321 b,K2-321,2.2979749,45.0,,0.02839,0.44,0.595,0.578
1805,K2-320 b,K2-320,1.995,,,0.0142,,0.3,0.117
1806,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,8040000.0,,,200.0,,0.245,0.0147
1807,TOI-561 c,TOI-561,10.778838,219.0,,0.0889,0.023,0.843,0.806
1808,TOI-561 d,TOI-561,25.71268,-131.0,,0.1587,0.111,0.843,0.806
1809,TOI-561 e,TOI-561,77.144,148.0,,0.33,0.074,0.843,0.806
1810,K2-326 b,K2-326,1.256,,,0.0198,,0.688,0.507
1811,17 Sco b,17 Sco,578.38,57.03,2453294.41,1.45,0.06,25.92,1.22
1812,TOI-763 c,TOI-763,12.2737,62.0,,0.1011,0.04,0.897,0.917
1813,HD 238090 b,HD 238090,13.671,119.3,,0.0932,0.3,0.57,0.578
1814,TOI-837 b,TOI-837,8.3249113,90.0,,0.0888,0.0,1.052,1.142
1815,TOI-763 b,TOI-763,5.6057,42.0,,0.06,0.04,0.897,0.917
1816,HATS-38 b,HATS-38,4.375021,,,0.05036,0.0,1.105,0.89
1817,TOI-892 b,TOI-892,10.62656,,,0.092,0.125,1.39,1.28
1818,TOI-905 b,TOI-905,3.739494,39.0,2458627.86,0.04666,0.024,0.918,0.968
1819,WASP-189 b,WASP-189,2.724033,,,0.05053,0.0,2.36,2.03
1820,TOI-481 b,TOI-481,10.33111,64.8,,0.097,0.153,1.66,1.14
1821,GJ 251 b,GJ 251,14.237,0.0,,0.0808,0.0,0.36,0.35
1822,TOI-564 b,TOI-564,1.651144,94.0,2458516.57,0.02734,0.072,1.088,0.998
1823,HATS-37 A b,HATS-37 A,4.3315366,,,0.04913,0.0,0.877,0.843
1824,KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,,,,2.63,,,0.5
1825,TOI-1266 b,TOI-1266,10.8945,0.0,,0.073,0.039,0.4232,0.437
1826,KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,,,,3.64,,,0.64
1827,HD 63433 c,HD 63433,20.5438281,90.0,,0.146,0.21,0.934,0.956
1828,TOI-824 b,TOI-824,1.392978,,2458597.81419,0.02177,,0.695,0.71
1829,OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,,,,4.06,,,0.7
1830,K2-315 b,K2-315,3.1443189,,,,,0.196,0.174
1831,HD 63433 b,HD 63433,7.1079475,90.0,,0.072,0.24,0.934,0.956
1832,GJ 9066 c,GJ 9066,771.36,321.79,2451411.05,0.88,0.46,0.164,0.15
1833,GJ 687 c,GJ 687,727.562,176.0,2450304.1,1.165,0.4,0.4183,0.4
1834,HIP 38594 b,HIP 38594,60.722,125.0,2452956.2,0.256,0.17,0.626646,0.61
1835,HIP 107772 b,HIP 107772,55.199,151.0,2453199.6,0.243,0.18,0.513922,0.63
1836,OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,,,,1.064,,,0.195
1837,OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,,,3.04,,,0.81
1838,HIP 48714 b,HIP 48714,17.818,202.0,2451539.8,0.112,0.5,0.595456,0.58
1839,K2-111 c,K2-111,15.6805,-79.6,,0.11569,0.071,1.25,0.84
1840,HIP 38594 c,HIP 38594,3477.768,196.0,2451246.7,3.805,0.16,0.626646,0.61
1841,GJ 3473 c,GJ 3473,15.509,,,0.0876,0.0,0.364,0.36
1842,GJ 480 b,GJ 480,9.567,151.0,2454562.1,0.068,0.1,0.455815,0.45
1843,GJ 2056 b,GJ 2056,69.971,58.0,2452965.6,0.283,0.72,0.709495,0.62
1844,GJ 3473 b,GJ 3473,1.1980035,,,0.01589,0.0,0.364,0.36
1845,TOI-1266 c,TOI-1266,18.8027,0.0,,0.105,0.071,0.4232,0.437
1846,HIP 4845 b,HIP 4845,34.15,108.0,2454702.0,0.176,0.25,0.603999,0.62
1847,TOI-700 b,TOI-700,9.977219,-150.0,,0.0677,0.075,0.421,0.415
1848,KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,,,,0.62,,,0.087
1849,HD 191939 b,HD 191939,8.8803256,5.0,,0.0804,0.031,0.94,0.81
1850,TOI-700 d,TOI-700,37.42396,10.0,,0.1633,0.042,0.421,0.415
1851,TOI-700 c,TOI-700,16.051137,30.0,,0.0929,0.068,0.421,0.415
1852,BD-11 4672 c,BD-11 4672,74.2,245.92,,0.3,0.4,0.639,0.651
1853,TOI-421 c,TOI-421,16.067541,102.0,,0.117,0.19,0.866,0.833
1854,WD 1856+534 b,WD 1856+534,1.4079405,,,0.0204,0.0,0.0131,0.518
1855,TOI-421 b,TOI-421,5.197576,140.0,,0.0554,0.13,0.866,0.833
1856,HD 191939 d,HD 191939,38.353037,15.0,,0.2132,0.031,0.94,0.81
1857,WASP-186 b,WASP-186,5.026799,173.0,,0.06,0.33,1.47,1.22
1858,WASP-187 b,WASP-187,5.147878,0.0,,0.0653,0.0,2.83,1.54
1859,HD 191939 c,HD 191939,28.579743,-90.0,,0.1752,0.034,0.94,0.81
1860,TOI-1899 b,TOI-1899,29.090312,-53.0,2458705.37,0.1525,0.044,0.607,0.632
1861,NGTS-12 b,NGTS-12,7.532806,,,0.0757,0.0,1.589,1.021
1862,LTT 9779 b,LTT 9779,0.792052,90.0,,0.01679,0.0,0.949,1.02
1863,OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,,,4.51,,,1.11
1864,EPIC 201170410.02,EPIC 201170410,6.7987,,,0.0349,0.0,0.282,0.287
1865,CD Cet b,CD Cet,2.2907,,2458804.489,0.0185,,0.175,0.161
1866,WASP-148 c,WASP-148,34.524,26.1,2457931.4,0.2044,0.1809,0.912,0.954
1867,KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,,,,2.15,,,0.48
1868,TOI-1728 b,TOI-1728,3.49151,45.0,2458843.707,0.0391,0.057,0.6243,0.646
1869,EPIC 201757695.02,EPIC 201757695,2.0478,,,0.0296,0.0,0.655,0.727
1870,OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,,,,3.5,,,0.56
1871,OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,,,,2.17,,,0.35
1872,HD 86226 c,HD 86226,3.98442,196.0,,0.049,0.075,1.053,1.019
1873,WASP-148 b,WASP-148,8.803809,60.6,2457957.0,0.08215,0.208,0.912,0.954
1874,HIP 65 A b,HIP 65 A,0.9809734,291.42,2458368.833,0.01782,0.0,0.7242,0.781
1875,TOI-169 b,TOI-169,2.2554477,,,0.03524,0.0,1.288,1.147
1876,HIP 67522 b,HIP 67522,6.9594731,195.3,,0.0748,0.064,1.38,1.22
1877,TOI-157 b,TOI-157,2.0845435,,,0.03138,0.0,1.167,0.948
1878,TOI-1235 b,TOI-1235,3.444714,78.0,,0.03845,0.049,0.619,0.63
1879,LTT 3780 c,LTT 3780,12.252284,-66.0,,0.0757,0.024,0.38,0.381
1880,LTT 3780 b,LTT 3780,0.76837931,90.0,,0.01195,0.0,0.38,0.381
1881,KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,,,,,,,0.31
1882,Wendelstein-2 b,Wendelstein-2,1.7522239,,,0.0234,0.057,0.66,0.73
1883,Wendelstein-1 b,Wendelstein-1,2.663416,,,0.0282,0.012,0.61,0.65
1884,TOI-849 b,TOI-849,0.765548,90.0,,0.0155,0.0,0.97,0.97
1885,TYC 8998-760-1 c,TYC 8998-760-1,,,,320.0,,0.953811,1.0
1886,NGTS-11 b,NGTS-11,35.45533,32.0,,0.201,0.13,0.832,0.862
1887,HD 164922 d,HD 164922,12.458,-48.0,2457503.9,0.103,0.12,0.946,0.926
1888,OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,,,,0.63,,,0.12
1889,WASP-150 b,WASP-150,5.644207,,,0.0694,0.3775,1.651,1.394
1890,GJ 887 c,GJ 887,21.789,,,0.12,,0.4712,0.489
1891,Kepler-160 d,Kepler-160,30.0,,,0.17,,1.118,1.003
1892,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,,,,4.43,,,0.4
1893,GJ 887 b,GJ 887,9.262,,,0.068,0.0,0.4712,0.489
1894,TOI-1338 b,TOI-1338 A,95.4001,71.9,,0.4607,0.0331,1.313,1.0936
1895,WASP-176 b,WASP-176,3.899052,,,0.0535,0.0,1.925,1.345
1896,HD 81817 b,HD 81817,1021.20159,294.231,2452830.869,3.233,0.097,83.8,4.3
1897,HD 95338 b,HD 95338,55.087,23.42,,0.262,0.197,0.87,0.83
1898,HATS-71 b,HATS-71,3.7955202,,,0.03745,0.0,0.4783,0.4861
1899,AU Mic b,AU Mic,8.46308,88.4304,2458322.77,0.0649,0.00577,0.744,0.51
1900,HD 332231 b,HD 332231,18.712024,2.0,2458690.2,0.145,0.0,1.266,1.1642
1901,GJ 338 B b,GJ 338 B,24.422,204.3,2457517.06,0.142,0.109,0.58,0.64
1902,Kepler-88 d,KOI-142,1403.0,,2456235.0,2.466329866,0.41,0.897,0.99
1903,EPIC 249893012 d,EPIC 249893012,35.747,181.0,2458008.77,0.22,0.15,1.71,1.05
1904,L 168-9 b,L 168-9,1.40152604,90.0,,0.0208,0.0,0.604,0.614
1905,HATS-72 b,HATS-72,7.3279474,,,0.066517,0.013,0.7214,0.7311
1906,HATS-49 b,HATS-49,4.1480467,,,0.04515,0.071,0.6977,0.7133
1907,HD 158259 d,HD 158259,5.1980814,,,,,1.21,1.08
1908,HATS-47 b,HATS-47,3.9228038,,,0.04269,0.088,0.6564,0.674
1909,Kepler-1649 c,Kepler-1649,19.53527,,,0.0649,0.0,0.2317,0.1977
1910,HATS-48 A b,HATS-48 A,3.1316666,,,0.03769,0.162,0.7152,0.7279
1911,EPIC 249893012 c,EPIC 249893012,15.624,217.0,2457998.3,0.13,0.07,1.71,1.05
1912,HD 158259 b,HD 158259,2.178,,,,,1.21,1.08
1913,LHS 1815 b,LHS 1815,3.814334,90.0,,0.0404,0.0,0.501,0.502
1914,EPIC 249893012 b,EPIC 249893012,3.5951,225.0,2457994.67,0.047,0.06,1.71,1.05
