rowid,pl_name,hostname,pl_orbper,pl_orblper,pl_orbtper,pl_orbsmax,pl_orbeccen,st_rad,st_mass
5225,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,246.36,36.3,,0.36,0.345,,0.075
5226,KELT-3 b,KELT-3,2.70339,,,0.04123,0.0,,
5227,HD 2952 b,HD 2952,312.08,-155.6,2454896.3,1.117,0.269,10.9,1.91
5228,HD 120084 b,HD 120084,2142.0,103.9,2457083.0,4.21,0.483,10.37,2.16
5229,ome Ser b,ome Ser,278.59,143.2,2455022.3,0.838,0.18,10.99,1.01
5230,Kepler-61 b,Kepler-61,59.87756,,,0.24861,0.25,0.62,0.635
5231,KOI-1843.03,Kepler-974,0.1768913,,,0.005,,0.45,0.46
5232,GJ 667 C g,GJ 667 C,256.2,51.6,,0.549,0.08,,0.33
5233,GJ 163 d,GJ 163,603.95116,118.3,2455275.0,1.0304,0.373,0.409738,0.4
5234,GJ 163 b,GJ 163,8.63182,70.7,2455042.553,0.0607,0.073,0.409738,0.4
5235,HD 95086 b,HD 95086,,,,55.7,,1.48667,1.6
5236,HIP 63242 b,HIP 63242,124.6,118.2,2455376.2,0.565,0.23,10.275655,1.54
5237,GJ 667 C f,GJ 667 C,39.026,103.1,,0.156,0.03,,0.33
5238,CoRoT-25 b,CoRoT-25,4.86069,,,0.0578,0.0,1.19,1.09
5239,CoRoT-26 b,CoRoT-26,4.20474,,,0.0526,0.0,1.79,1.09
5240,Kepler-76 b,Kepler-76,1.5449298,,2456126.77,0.0274,0.0,1.32,1.2
5241,Kepler-67 b,Kepler-67,15.7259,,,0.1171,0.0,0.778,0.865
5242,91 Aqr b,91 Aqr,181.4,177.3,2453472.1,0.7,0.027,11.0,1.4
5243,tau Gem b,tau Gem,305.5,137.4,2453270.7,1.17,0.031,26.8,2.3
5244,Kepler-66 b,Kepler-66,17.815815,,,0.1352,0.0,0.966,1.038
5245,Kepler-74 b,Kepler-74,7.340711,64.0,2454967.04,0.0781,0.0,1.12,1.18
5246,Kepler-75 b,Kepler-75,8.8849116,63.5,2455002.841,0.0818,0.57,0.89,0.91
5247,BD+15 2940 b,BD+15 2940,137.48,302.0,2453464.0,0.539,0.26,14.7,1.1
5248,HD 233604 b,HD 233604,192.0,281.0,2453022.0,0.747,0.05,10.9,1.5
5249,KOI-94 b,KOI-94,3.743208,,,0.05119,0.25,1.52,1.277
5250,Kepler-62 c,Kepler-62,12.4417,,,0.0929,0.0,0.64,0.69
5251,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,,,,84.0,,,0.19
5252,Kepler-62 d,Kepler-62,18.16406,,,0.12,0.0,0.64,0.69
5253,Kepler-62 b,Kepler-62,5.714932,,,0.0553,0.0,0.64,0.69
5254,KOI-94 e,KOI-94,54.32031,,,0.3046,0.019,1.52,1.277
5255,KOI-94 d,KOI-94,22.342989,,,0.1684,0.022,1.52,1.277
5256,KOI-94 c,KOI-94,10.423648,,,0.1013,0.43,1.52,1.277
5257,Kepler-62 f,Kepler-62,267.291,,,0.718,0.0,0.64,0.69
5258,Kepler-62 e,Kepler-62,122.3874,,,0.427,0.0,0.64,0.69
5259,Kepler-69 c,Kepler-69,242.4613,,,0.64,0.14,0.93,0.81
5260,PH1 b,PH1,138.317,341.88,,0.652,0.0702,1.734,1.528
5261,Kepler-69 b,Kepler-69,13.722341,,,0.094,0.16,0.93,0.81
5262,HD 77338 b,HD 77338,5.7361,223.454,,0.06,0.09,0.97,1.37
5263,WASP-64 b,WASP-64,1.5732918,,,0.02648,0.0,1.058,1.004
5264,WASP-72 b,WASP-72,2.21673,,,0.03711,0.0,2.18,2.78
5265,WASP-71 b,WASP-71,2.90367,,,0.04622,0.0,1.82,0.76
5266,Kepler-65 d,Kepler-65,8.13123,,,0.084,0.014,1.41,1.25
5267,Kepler-65 c,Kepler-65,5.859944,,,0.068,0.02,1.41,1.25
5268,OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,,,,2.72,,,0.26
5269,Kepler-65 b,Kepler-65,2.15491,,,0.035,0.028,1.41,1.25
5270,HD 196067 b,HD 196067,3413.7,142.835,2453375.0,4.71,0.56292,1.71,1.16
5271,HD 220689 b,HD 220689,2266.4,112.834,2457532.9,3.396,0.054,1.068,1.016
5272,HD 106515 A b,HD 106515 A,3626.0,124.1,2455435.8,4.48,0.571,0.91,0.89
5273,HD 109271 b,HD 109271,7.8543,-64.0,2455719.1,0.079,0.25,1.294595,1.047
5274,WASP-80 b,WASP-80,3.06785234,94.0,,0.0344,0.002,0.586,0.577
5275,Kepler-68 c,Kepler-68,9.605027,0.0,,0.09008,0.099,1.2564,1.057
5276,HD 109271 c,HD 109271,30.93,4.0,2455733.0,0.196,0.15,1.294595,1.047
5277,Kepler-68 b,Kepler-68,5.39875259,0.0,,0.06135,0.09,1.2564,1.057
5278,HD 166724 b,HD 166724,5144.0,202.3,2453212.0,5.42,0.734,0.797485,0.81
5279,HD 103774 b,HD 103774,5.8881,-42.0,2455675.4,0.07,0.09,1.581047,1.335
5280,BD-06 1339 c,BD-06 1339,125.94,41.0,2455265.2,0.435,0.31,0.686355,0.7
5281,BD-06 1339 b,BD-06 1339,3.8728,0.0,2455220.5,0.0428,0.0,0.686355,0.7
5282,HD 27631 b,HD 27631,2198.14,122.642,2456086.0,3.242,0.141,0.923,0.944
5283,HD 219077 b,HD 219077,5478.68861,57.341,2450474.024,5.935,0.768,1.91,0.92
5284,Kepler-68 d,Kepler-68,632.62,256.4,,1.469,0.102,1.2564,1.057
5285,WASP-57 b,WASP-57,2.83891856,,,0.03769,0.0,0.927,0.886
5286,WASP-56 b,WASP-56,4.6171,,,0.05614,0.0,0.96,0.71
5287,WASP-54 b,WASP-54,3.69364,62.0,,0.04988,0.07,1.76,1.08
5288,HD 98649 b,HD 98649,5384.0,250.2,2460500.0,5.97,0.852,1.01,0.97
5289,Kepler-32 f,Kepler-32,0.74296,,,0.013,0.0,0.53,0.58
5290,Kepler-37 d,Kepler-37,39.7922622,,,0.2109,0.1,0.789,0.79
5291,kap And b,kap And,,,,55.0,,2.31229,2.6
5292,Kepler-32 d,Kepler-32,22.7802,,,0.13,0.0,0.53,0.58
5293,Kepler-32 e,Kepler-32,2.896,,,0.033,0.0,0.53,0.58
5294,Kepler-37 c,Kepler-37,21.301848,,,0.139,0.099,0.789,0.79
5295,Kepler-37 b,Kepler-37,13.36702,,,0.1019,0.098,0.789,0.79
5296,Kepler-48 c,Kepler-48,9.67395,,,0.08633,0.0,0.89,0.88
5297,Kepler-50 b,Kepler-50,7.81254,,,0.077,0.0,1.58,1.24
5298,Kepler-60 c,Kepler-60,8.9187,14.61,,0.08422,0.039,,
5299,Kepler-60 d,Kepler-60,11.8981,148.19,,0.10203,0.002,,
5300,Kepler-59 c,Kepler-59,17.9801235,,,0.13114,0.0,0.94,1.04
5301,Kepler-59 b,Kepler-59,11.8681707,,,0.09943,0.0,0.94,1.04
5302,OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,,,,4.8,,,1.06
5303,OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,,,,4.0,,,1.06
5304,HATS-1 b,HATS-1,3.446459,18.0,,0.0444,0.12,1.038,0.986
5305,HD 208527 b,HD 208527,875.5,278.0,2450745.3,2.1,0.08,51.1,1.6
5306,Kepler-49 b,Kepler-49,7.2,,,0.05929,0.0,0.618,0.607
5307,Kepler-49 c,Kepler-49,10.91,,,0.07821,0.008,0.618,0.607
5308,MOA-2010-BLG-073L b,MOA-2010-BLG-073L,,,,1.21,,,0.16
5309,HD 220074 b,HD 220074,672.09998,323.0,2451158.2,1.6,0.14,54.92,2.2
5310,HD 4732 c,HD 4732,3184.2,108.5,2459459.3,4.725,0.187,5.03,1.39
5311,Kepler-54 b,Kepler-54,8.0109434,,,0.0619,0.022,0.5,0.51
5312,Kepler-53 b,Kepler-53,18.6489525,,,0.1361,0.0,0.89,0.98
5313,Kepler-53 c,Kepler-53,38.5583038,,,0.22091,0.0,0.89,0.98
5314,GJ 667 C b,GJ 667 C,7.203,-2.7,2454272.9711,0.050431,0.2,,0.33
5315,Kepler-48 b,Kepler-48,4.778,,,0.05394,0.0,0.89,0.88
5316,Kepler-58 c,Kepler-58,15.5741568,,,0.12307,0.0,1.03,0.95
5317,Kepler-57 b,Kepler-57,5.72,,,0.05988,0.0162,0.826,0.859
5318,Kepler-57 c,Kepler-57,11.6,,,0.09588,0.0725,0.826,0.859
5319,Kepler-58 b,Kepler-58,10.2184954,,,0.09291,0.04,1.03,0.95
5320,Kepler-56 b,Kepler-56,10.5016,-11.0,,0.1028,0.04,4.23,1.32
5321,Kepler-55 c,Kepler-55,42.1516418,,,0.2095,0.0,0.58,0.62
5322,Kepler-56 c,Kepler-56,21.40239,-97.4,,0.1652,0.0,4.23,1.32
5323,HD 40307 g,HD 40307,197.8,91.7,,0.6,0.29,0.716684,0.77
5324,Kepler-60 b,Kepler-60,7.1334,175.56,,0.07255,0.0,,
5325,HD 4732 b,HD 4732,371.74,62.62,2455660.0,1.129,0.266,5.03,1.39
5326,Kepler-54 c,Kepler-54,12.0717249,,,0.0809,0.0,0.5,0.51
5327,Kepler-50 c,Kepler-50,9.37647,,,0.087,0.0,1.58,1.24
5328,Kepler-55 b,Kepler-55,27.9481449,,,0.1593,0.0,0.58,0.62
5329,HD 40307 f,HD 40307,51.76,355.2,,0.247,0.02,0.716684,0.77
5330,GJ 433 b,GJ 433,7.3705,154.0,2454287.0,0.062,0.04,0.5,0.48
5331,Kepler-51 b,Kepler-51,45.154,53.3,,0.2514,0.04,0.94,1.04
5332,Kepler-51 c,Kepler-51,85.312,-16.7,,0.384,0.014,0.94,1.04
5333,Kepler-52 b,Kepler-52,7.8773565,,,0.0637,0.0,0.52,0.54
5334,Kepler-52 c,Kepler-52,16.3850021,,,0.10379,0.012,0.52,0.54
5335,WASP-52 b,WASP-52,1.7497798,,,0.0272,0.0,0.79,0.87
5336,WASP-58 b,WASP-58,5.01718,,,0.0562,0.0,1.22,1.06
5337,WASP-60 b,WASP-60,4.305,,,0.05548,0.0,1.17,1.19
5338,WASP-59 b,WASP-59,7.919585,74.0,,0.0697,0.1,0.613,0.719
5339,WASP-77 A b,WASP-77 A,1.360029395,-88.29,,0.023233633,0.01353,0.91,0.903
5340,WTS-1 b,WTS-1,3.352057,,,0.047,0.1,1.15,1.2
5341,omi UMa b,omi UMa,1569.81,40.8,2453348.8,3.691,0.149,13.84,2.72
5342,GJ 676 A d,GJ 676 A,3.60076,304.698,2453914.85,0.039,0.192,0.69,0.626
5343,GJ 676 A e,GJ 676 A,35.47358,117.523,2453893.096,0.181,0.152,0.69,0.626
5344,nu Oph b,nu Oph,529.93,9.4,2451506.0,1.765,0.126,12.24,2.61
5345,nu Oph c,nu Oph,3180.6,8.54,2449885.9,5.829,0.179,12.24,2.61
5346,HD 37605 c,HD 37605,2720.0,227.0,2464881.0,3.74,0.03,0.91,0.94
5347,75 Cet b,75 Cet,696.62,-157.6,2455056.9,1.912,0.093,10.38,1.92
5348,omi CrB b,omi CrB,187.01,44.2,2454443.7,0.699,0.105,11.87,1.3
5349,HD 66141 b,HD 66141,480.5,22.1,2451320.8,1.2,0.07,21.4,1.1
5350,HD 5608 b,HD 5608,768.7,-91.9,2453936.4,1.79,0.11,5.43,1.29
5351,KELT-1 b,KELT-1,1.217514,61.0,2455914.07,0.02466,0.0099,1.471,1.335
5352,WASP-79 b,WASP-79,3.662392,90.0,,0.0519,0.0,1.51,1.39
5353,HAT-P-39 b,HAT-P-39,3.54387,,,0.0509,0.0,1.625,1.404
5354,WASP-78 b,WASP-78,2.17518,,,0.03488,0.0,2.46,1.87
5355,HAT-P-41 b,HAT-P-41,2.69405,,,0.04258,0.0,2.05,2.56
5356,HAT-P-40 b,HAT-P-40,4.45724,,,0.0608,0.0,1.94,1.03
5357,WASP-61 b,WASP-61,3.8559,,,0.0521,0.0,1.55,1.82
5358,WASP-66 b,WASP-66,4.08605,,,0.0546,0.0,1.76,1.33
5359,WASP-62 b,WASP-62,4.41195,,,0.0571,0.0,1.23,1.11
5360,WASP-63 b,WASP-63,4.37808,,,0.0574,0.0,1.86,1.28
5361,WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,,,,8.0,,0.091,0.029
5362,WASP-67 b,WASP-67,4.61442,,,0.05179,0.0,0.88,0.91
5363,HAT-P-38 b,HAT-P-38,4.640382,240.0,,0.0523,0.067,0.923,0.886
5364,WASP-55 b,WASP-55,4.465631,,,0.0558,0.0,1.09,1.071
5365,eps CrB b,eps CrB,417.9,133.1,2451235.3,1.3,0.11,21.0,1.7
5366,WASP-47 b,WASP-47,4.159151,89.0,,0.052,0.0006,1.156,1.058
5367,GJ 3470 b,GJ 3470,3.3366496,1.7,,0.0355,0.017,0.547,0.539
5368,Kepler-38 b,Kepler-38,105.599,,,0.4632,0.032,1.752,0.941
5369,MOA-bin-1L b,MOA-bin-1L,,,,8.3,,,0.75
5370,Pr0211 b,Pr0211,2.1461,17.0,2456678.8,0.03176,0.011,0.827,0.935
5371,Pr0201 b,Pr0201,4.4264,,2455992.861,0.06,0.0,1.15,1.24
5372,HD 207832 c,HD 207832,1155.7,121.6,,2.112,0.27,0.901,0.94
5373,HD 219415 b,HD 219415,2093.3,207.0,2453461.4,3.2,0.4,2.9,1.0
5374,HD 207832 b,HD 207832,160.07,1.0,2463276.9,0.586,0.197,0.89,1.05
5375,HD 222155 b,HD 222155,3999.0,163.0,2456319.0,5.14,0.16,1.85,1.21
5376,Kepler-47 b,Kepler-47,49.4643,48.6,,0.2877,0.021,0.936,0.957
5377,Kepler-47 c,Kepler-47,303.227,306.0,,0.9638,0.044,0.936,0.957
5378,KELT-2 A b,KELT-2 A,4.11379,90.0,2455974.60335,0.05497,0.0,1.93,1.54
5379,CoRoT-21 b,CoRoT-21,2.72474,,,0.0417,0.0,1.95,1.29
5380,BD+20 274 b,BD+20 274,578.2,108.5,2453921.0,1.3,0.21,17.3,0.8
5381,HD 150706 b,HD 150706,5894.0,132.0,2458179.0,6.7,0.38,0.96,1.17
5382,Kepler-36 b,Kepler-36,13.86825,,,0.11419,0.0,1.634,1.034
5383,WASP-49 b,WASP-49,2.78174,90.0,,0.0379,0.0,0.97,0.92
5384,WASP-42 b,WASP-42,4.9816819,159.0,,0.0561,0.062,0.892,0.951
5385,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,3000.0,,,1.1,,,0.86
5386,Kepler-36 c,Kepler-36,16.21865,,,0.12692,0.0,1.634,1.034
5387,Kepler-30 b,Kepler-30,29.33434,-31.0,,0.18,0.042,0.95,0.99
5388,HD 142 c,HD 142,10159.64279,279.051,2447170.556,9.811,0.277,1.47,1.21
5389,Kepler-30 d,Kepler-30,143.34394,-163.0,,0.5,0.022,0.95,0.99
5390,HAT-P-36 b,HAT-P-36,1.32734683,51.0,2456698.61,0.0241,0.063,1.041,1.03
5391,HAT-P-34 b,HAT-P-34,5.452654,21.9,,0.06774,0.432,1.53,1.392
5392,MOA-2010-BLG-477L b,MOA-2010-BLG-477L,,,,2.0,,,0.67
5393,HAT-P-37 b,HAT-P-37,2.797436,164.0,,0.0379,0.058,0.877,0.929
5394,HAT-P-35 b,HAT-P-35,3.646706,248.0,,0.04978,0.02,1.435,1.236
5395,HD 159868 c,HD 159868,351.0,272.0,2453225.0,1.032,0.184,2.13,1.19
5396,Kepler-30 c,Kepler-30,60.323105,-49.0,,0.3,0.0111,0.95,0.99
5397,Kepler-46 b,Kepler-46,33.60134,264.2,,0.1968,0.01,0.938,0.902
5398,Kepler-46 c,Kepler-46,57.011,330.0,,0.2799,0.0146,0.938,0.902
5399,Kepler-45 b,Kepler-45,2.455239,230.0,,0.03,0.11,0.55,0.59
5400,Kepler-33 c,Kepler-33,13.17562,,,0.1189,0.0,1.82,1.291
5401,Kepler-33 b,Kepler-33,5.66793,,,0.0677,0.0,1.82,1.291
5402,WASP-45 b,WASP-45,3.126089,,,0.03963,0.0,0.855,0.85
5403,Kepler-24 b,Kepler-24,8.14,,,0.08045,0.023,1.099,1.06
5404,WASP-46 b,WASP-46,1.43036763,,,0.02335,0.0,0.858,0.828
5405,Kepler-33 d,Kepler-33,21.77596,,,0.1662,0.0,1.82,1.291
5406,Kepler-32 c,Kepler-32,8.7522,,,0.09,0.0,0.53,0.58
5407,Kepler-32 b,Kepler-32,5.90124,,,0.05,0.0,0.53,0.58
5408,WASP-44 b,WASP-44,2.423804,,,0.03453,0.0,0.906,0.935
5409,Kepler-29 b,Kepler-29,10.33974,,,0.08482,0.0,0.732,0.761
5410,Kepler-29 c,Kepler-29,13.28613,,,0.10027,0.0,0.732,0.761
5411,Kepler-31 b,Kepler-31,20.8613,,,0.16,0.0,1.22,1.21
5412,Kepler-31 c,Kepler-31,42.6318,,,0.26,0.0,1.22,1.21
5413,Kepler-33 f,Kepler-33,41.02902,,,0.2535,0.0,1.82,1.291
5414,Kepler-23 b,Kepler-23,7.1,,,0.07212,0.017,1.548,1.078
5415,Kepler-23 c,Kepler-23,10.74,,,0.09501,0.021,1.548,1.078
5416,RR Cae b,RR Cae,4343.5,,,5.3,0.0,0.193119,0.44
5417,Kepler-24 c,Kepler-24,12.33,,,0.10612,0.014,1.099,1.06
5418,CoRoT-16 b,CoRoT-16,5.35227,168.41,,0.0618,0.33,1.19,1.098
5419,Kepler-33 e,Kepler-33,31.7844,,,0.2138,0.0,1.82,1.291
5420,Qatar-2 b,Qatar-2,1.33711647,,,0.02153,0.0,,
5421,HD 197037 b,HD 197037,1035.7,298.0,2451353.1,2.07,0.22,1.105,1.11
5422,Kepler-28 b,Kepler-28,5.91,,,0.05687,0.0,0.664,0.684
5423,Kepler-28 c,Kepler-28,8.99,,,0.07519,0.017,0.664,0.684
5424,WASP-36 b,WASP-36,1.53736596,,,0.02677,0.0,0.985,1.081
5425,HAT-P-17 b,HAT-P-17,10.33852,201.0,2454803.25,0.0882,0.35,0.87,0.99
5426,HD 220773 b,HD 220773,3724.7,259.0,2453866.4,4.94,0.51,1.679696,1.16
5427,HD 79498 b,HD 79498,1807.0,226.8,2463380.0,2.98,0.575,1.05,1.08
5428,Kepler-26 b,Kepler-26,12.28,,,0.08551,0.021,0.512,0.544
5429,HD 100655 b,HD 100655,157.57001,132.0,2453072.4,0.68,0.09,10.06,2.28
5430,Kepler-20 b,Kepler-20,3.6961049,,,0.04565,0.083,0.9164,0.929
5431,HAT-P-17 c,HAT-P-17,5584.0,181.5,2454885.0,5.6,0.39,0.838682,0.92
5432,Kepler-27 b,Kepler-27,15.3348,,,0.118,0.0,0.59,0.65
5433,Kepler-20 d,Kepler-20,77.611455,,,0.3474,0.082,0.9164,0.929
5434,Kepler-27 c,Kepler-27,31.3309,,,0.191,0.0,0.59,0.65
5435,Kepler-26 c,Kepler-26,17.2559,,,0.10725,0.013,0.512,0.544
5436,Kepler-20 c,Kepler-20,10.8540774,,,0.0936,0.076,0.9164,0.929
5437,Kepler-25 b,Kepler-25,6.238297,,,0.0695,0.0029,1.316,1.165
5438,Kepler-25 c,Kepler-25,12.7207,,,0.1117,0.0061,1.316,1.165
5439,Kepler-42 b,Kepler-42,1.2137672,,,0.0116,0.04,0.17,0.13
5440,Kepler-42 c,Kepler-42,0.45328509,,,0.006,0.0,0.17,0.13
5441,Kepler-42 d,Kepler-42,1.865169,,,0.0154,0.02,0.17,0.13
5442,NY Vir b,NY Vir,3160.0,348.0,2453472.0,3.3,0.15,0.151,0.459
5443,CoRoT-20 b,CoRoT-20,9.24285,60.1,2455265.79074,0.09,0.59,1.02,1.14
5444,Kepler-22 b,Kepler-22,289.863876,,,0.812,0.72,0.869,0.857
5445,HD 156279 b,HD 156279,133.40355,265.742,2452724.507,0.502,0.647,0.95,0.94
5446,Kepler-44 b,Kepler-44,3.2467293,,,0.0446,0.066,1.35,1.12
5447,HD 22781 b,HD 22781,528.07,315.92,2454881.4,1.167,0.8191,0.743475,0.75
5448,Kepler-21 b,Kepler-21,2.7858212,-15.0,2456797.9,0.0434,0.0,1.902,1.408
5449,Kepler-20 f,Kepler-20,19.578328,,,0.1387,0.094,0.9164,0.929
5450,Kepler-43 b,Kepler-43,3.0240949,52.0,,0.046,0.017,1.42,1.32
5451,Kepler-20 e,Kepler-20,6.0984882,,,0.0637,0.092,0.9164,0.929
5452,HIP 57274 b,HIP 57274,8.1352,81.0,2454801.015,0.07,0.19,0.78,0.29
5453,Kepler-35 b,Kepler-35,131.458,,,0.60347,0.042,1.0284,0.8877
5454,HD 240237 b,HD 240237,745.70001,108.1,2454292.5,1.92,0.4,71.23,8.76
5455,HD 163607 c,HD 163607,1272.0,274.0,2455111.0,2.39,0.08,1.76,1.12
5456,HD 96127 b,HD 96127,647.29999,162.0,2453969.9,1.42,0.3,51.1,10.94
5457,Kepler-34 b,Kepler-34,288.822,,,1.0896,0.182,1.1618,1.0479
5458,HIP 57274 d,HIP 57274,431.7,187.2,2455108.116,1.01,0.27,0.68,0.73
5459,HIP 57274 c,HIP 57274,32.03,356.2,2455785.208,0.178,0.05,0.68,0.73
5460,HAT-P-25 b,HAT-P-25,3.65281514,287.0,2455200.78,0.0466,0.023,0.919,1.012
5461,HD 164509 b,HD 164509,280.17,326.0,2463741.0,0.87,0.238,1.11,1.12
5462,HD 163607 b,HD 163607,75.2203,79.6,2454185.93,0.362,0.7441,1.76,1.12
5463,BD+48 738 b,BD+48 738,392.6,358.9,2454457.7,1.0,0.2,11.0,0.74
5464,CoRoT-23 b,CoRoT-23,3.6313,52.0,,0.048,0.16,1.61,1.14
5465,CoRoT-19 b,CoRoT-19,3.89713,,,0.0518,0.047,1.65,1.21
5466,HD 96063 b,HD 96063,362.5,271.0,2455165.0,1.11,0.17,4.75,1.37
5467,HD 98219 b,HD 98219,433.8,360.0,2454633.0,1.26,0.079,4.6,1.41
5468,HD 142245 b,HD 142245,1299.0,242.0,2454760.0,2.78,0.0,4.63,3.5
5469,HAT-P-23 b,HAT-P-23,1.212884,118.0,,0.0232,0.106,1.203,1.13
5470,HAT-P-21 b,HAT-P-21,4.12448,305.8,,0.0494,0.23,1.21,1.24
5471,HAT-P-20 b,HAT-P-20,2.875317,317.0,2455942.681,0.0361,0.015,0.694,0.756
5472,HAT-P-22 b,HAT-P-22,3.21222,156.0,,0.0414,0.02,1.11,1.13
5473,Kepler-41 b,Kepler-41,1.8555582,,,0.03101,0.0,1.29,1.15
5474,HD 82886 b,HD 82886,705.0,352.0,2455200.0,1.58,0.07,5.26,2.53
5475,HD 18742 b,HD 18742,766.0,190.0,2455280.0,1.82,0.04,5.13,1.36
5476,HD 106270 b,HD 106270,1888.0,3.3,2456635.0,3.34,0.185,2.66,1.39
5477,HD 99706 b,HD 99706,841.0,50.0,2455310.0,1.98,0.25,5.52,1.46
5478,7 CMa b,7 CMa,735.1,165.3,2454093.0,1.758,0.06,4.87,1.34
5479,HD 5891 b,HD 5891,177.11,354.0,2455432.0,0.64,0.07,10.64,1.93
5480,HD 102329 b,HD 102329,778.09998,182.0,2455096.0,1.81,0.21,9.82,3.21
5481,Kepler-19 b,Kepler-19,9.28699,59.1,,0.0846,0.41,0.859,0.936
5482,Kepler-19 c,Kepler-19,28.731,23.8,,0.1765736996,0.21,0.859,0.936
5483,HD 1502 b,HD 1502,428.5,126.0,2455170.0,1.262,0.031,4.67,1.46
5484,HD 116029 b,HD 116029,670.0,40.0,2455220.0,1.65,0.0,4.89,0.83
5485,HD 158038 b,HD 158038,521.0,335.0,2455491.0,1.5,0.29,4.5,1.3
5486,HD 30856 b,HD 30856,847.0,171.0,2455200.0,1.85,0.061,4.4,1.17
5487,HD 33142 b,HD 33142,330.0,129.0,2455329.0,1.074,0.049,4.17,1.52
5488,HD 28678 b,HD 28678,380.2,128.0,2455513.0,1.18,0.149,6.48,1.53
5489,HD 131496 b,HD 131496,896.0,58.0,2456114.0,2.01,0.181,4.44,1.34
5490,HD 108863 b,HD 108863,437.7,191.0,2455558.0,1.32,0.032,5.74,1.59
5491,HD 152581 b,HD 152581,686.5,181.0,2455040.0,1.66,0.04,5.14,1.3
5492,KOI-55 b,KOI-55,0.240104,,,0.006,,0.203,0.496
5493,KOI-55 c,KOI-55,0.342887,,,0.0076,,0.203,0.496
5494,HD 104067 b,HD 104067,55.851,29.0,2454159.5,0.2674,0.123,0.78,0.82
5495,Kepler-15 b,Kepler-15,4.942782,,,0.05714,0.06,0.992,1.018
5496,Kepler-12 b,Kepler-12,4.4379629,182.0,,0.0553,0.0,1.483,1.166
5497,Kepler-14 b,Kepler-14,6.790123,,,0.0771,0.035,2.048,1.512
5498,Kepler-17 b,Kepler-17,1.4857108,,,0.02591,0.011,1.01034,1.04
5499,HIP 70849 b,HIP 70849,3649.0,182.0,2456719.0,3.99,0.65,0.633112,0.65
5500,HD 204941 b,HD 204941,1733.0,-132.0,2456015.0,2.55,0.37,0.78,0.58
5501,HAT-P-33 b,HAT-P-33,3.47447,15.0,,0.04995,0.0,1.79,1.82
5502,Kepler-10 c,Kepler-10,45.294301,330.0,,0.241,0.136,1.065,0.91
5503,HAT-P-32 b,HAT-P-32,2.1500082,50.0,2456237.031,0.03397,0.159,1.367,1.132
5504,Kepler-18 c,Kepler-18,7.64159,,,0.0752,0.0,1.108,0.972
5505,Kepler-18 d,Kepler-18,14.85888,,,0.1172,0.0,1.108,0.972
5506,Kepler-18 b,Kepler-18,3.504725,,,0.0447,0.0,1.108,0.972
5507,MOA-2009-BLG-266L b,MOA-2009-BLG-266L,2800.0,,,3.2,,,0.56
5508,HD 63765 b,HD 63765,358.0,122.0,2454404.0,0.94,0.24,0.83,0.65
5509,HD 7449 b,HD 7449,1270.55195,336.427,2451476.815,2.438,0.752,0.97,1.196
5510,TrES-5 b,TrES-5,1.48224686,,,0.02459,0.0,0.868,0.901
5511,WASP-43 b,WASP-43,0.813475,90.0,,0.0142,0.0,0.6,0.58
5512,HD 7199 b,HD 7199,615.0,155.0,2455030.0,1.36,0.19,0.97,0.77
5513,HD 125595 b,HD 125595,9.6737,0.0,2454435.23,0.08,0.0,0.74,0.29
5514,HD 137388 b,HD 137388,330.0,86.0,2455209.0,0.89,0.36,0.88,0.68
5515,Qatar-1 b,Qatar-1,1.4200242,,2456174.17,0.02332,0.0,0.803,0.838
5516,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,10037.5,,,2.6,,,0.021
5517,HD 20794 d,HD 20794,89.68,252.67,,0.3625,0.077,0.93,0.79
5518,HD 192310 b,HD 192310,74.72,173.0,2455164.3,0.32,0.13,0.857922,0.8
5519,HD 192310 c,HD 192310,525.8,110.0,,1.18,0.32,0.857922,0.8
5520,HD 20794 b,HD 20794,18.314,386.17,,0.1257,0.064,0.93,0.79
5521,WASP-35 b,WASP-35,3.16158,,,0.04317,0.0,1.08,1.05
5522,HD 132563 b,HD 132563,1544.0,158.0,2452593.0,2.62,0.22,1.29577,1.231
5523,Kepler-39 b,Kepler-39,21.08721,99.0,,0.164,0.112,1.4,1.29
5524,WASP-48 b,WASP-48,2.14363,,,0.03444,0.0,1.58,0.88
5525,PSR J1719-1438 b,PSR J1719-1438,0.090706293,,,0.0044,0.06,,1.4
5526,UZ For c,UZ For,1916.25,,,2.8,0.05,,0.7
5527,UZ For b,UZ For,5840.0,,,5.9,0.04,,0.7
5528,CoRoT-18 b,CoRoT-18,1.9000693,,,0.0295,0.08,1.0,0.95
5529,HAT-P-31 b,HAT-P-31,5.00542,276.3,,0.061,0.25,1.39,1.31
5530,WASP-50 b,WASP-50,1.9551,,,0.0293,0.009,,
5531,Kepler-16 b,Kepler-16,228.776,318.0,2457535.0,0.7048,0.0069,0.6489,0.6897
5532,HIP 5158 c,HIP 5158,9017.76,142.09,,7.7,0.14,0.754089,0.78
